-0.36,0.11,-0.35,-0.26,-0.30,-0.05,0.16,0.09,0.14,0.08,0.11,0.01
-0.83,0.32,-0.63,-0.44,-0.36,-0.26,0.04,0.09,0.03,0.02,0.09,0.04
-0.99,0.29,-0.53,-0.25,0.01,-0.29,0.03,0.02,0.01,0.03,0.04,0.06
-1.03,0.13,-0.51,-0.04,0.09,-0.08,0.03,0.01,0.02,0.04,0.01,0.05
-0.97,0.14,-0.55,-0.01,0.03,-0.01,0.03,0.01,0.02,0.02,0.00,0.00
-0.96,0.20,-0.59,-0.01,0.01,0.03,0.02,0.00,0.01,0.01,0.00,0.01
-0.94,0.07,-0.65,-0.22,0.15,0.28,0.02,0.03,0.02,0.21,0.04,0.13
-1.22,0.03,-0.09,-0.52,1.20,0.67,0.34,0.55,1.13,1.02,1.75,1.01
-0.81,0.52,0.10,-0.31,0.93,0.53,1.08,0.70,0.93,0.96,2.35,1.01
-0.16,0.87,-0.27,0.01,-0.56,-0.26,0.35,0.03,0.01,0.02,0.17,0.25
-0.56,0.75,-0.28,0.40,-0.85,-0.60,0.13,0.02,0.01,0.20,0.03,0.06
-0.95,0.50,-0.38,0.60,-0.51,-0.39,0.03,0.04,0.01,0.13,0.15,0.04
-1.02,0.25,-0.45,0.25,-0.09,-0.16,0.02,0.02,0.01,0.08,0.02,0.01
-1.01,0.23,-0.49,-0.02,0.04,-0.04,0.02,0.01,0.01,0.01,0.00,0.00
-0.94,0.32,-0.51,-0.03,0.05,0.01,0.03,0.00,0.01,0.01,0.00,0.00
-0.97,0.32,-0.54,-0.04,0.03,0.03,0.04,0.00,0.01,0.00,0.00,0.00
-1.00,0.29,-0.52,-0.04,0.01,-0.02,0.03,0.00,0.01,0.00,0.00,0.00
-0.95,0.29,-0.51,-0.03,-0.00,-0.02,0.02,0.00,0.01,0.00,0.00,0.00
-0.96,0.30,-0.53,-0.01,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.00
-0.96,0.30,-0.53,-0.00,0.00,0.03,0.02,0.00,0.01,0.00,0.00,0.00
-0.99,0.24,-0.73,-0.39,0.23,0.78,0.10,0.03,0.09,0.45,0.07,1.22
-1.02,0.17,-0.13,-0.36,1.10,0.82,0.96,0.75,1.35,1.08,2.06,1.82
-0.62,0.50,0.29,0.29,0.42,-0.18,1.06,1.07,0.87,0.71,3.45,0.82
-0.54,0.66,-0.27,0.56,-0.98,-0.54,0.15,0.27,0.10,0.05,0.09,0.11
-0.91,0.36,-0.49,0.43,-0.64,-0.36,0.03,0.02,0.01,0.05,0.20,0.08
-1.03,0.23,-0.50,0.14,-0.15,-0.06,0.04,0.01,0.01,0.03,0.02,0.01
-1.05,0.24,-0.48,0.01,-0.04,-0.01,0.03,0.01,0.01,0.01,0.00,0.00
-0.99,0.27,-0.47,-0.02,0.01,-0.01,0.02,0.00,0.01,0.00,0.00,0.00
-0.98,0.28,-0.48,-0.01,0.02,-0.00,0.02,0.00,0.01,0.00,0.00,0.00
-0.99,0.28,-0.49,-0.00,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00
-0.99,0.28,-0.49,-0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00
-0.98,0.29,-0.50,0.01,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00
-0.98,0.28,-0.50,0.01,-0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00
-0.99,0.28,-0.50,0.01,-0.01,0.02,0.02,0.00,0.01,0.00,0.00,0.00
-0.98,0.28,-0.50,0.00,-0.01,0.02,0.02,0.00,0.01,0.00,0.00,0.00
-1.01,0.26,-0.74,-0.18,0.20,0.75,0.08,0.03,0.11,0.10,0.08,1.18
-1.01,0.16,-0.23,-0.18,1.10,0.77,1.01,0.60,1.34,1.40,2.03,2.17
-0.48,0.50,0.14,-0.01,0.61,0.06,1.17,0.79,0.88,1.32,2.93,1.06
-0.21,0.88,-0.30,0.04,-0.63,-0.23,0.05,0.05,0.02,0.03,0.01,0.15
-0.57,0.76,-0.38,0.28,-0.67,-0.57,0.05,0.03,0.01,0.11,0.02,0.02
-0.90,0.47,-0.45,0.47,-0.39,-0.41,0.06,0.08,0.01,0.10,0.09,0.06
-1.02,0.21,-0.51,0.23,-0.06,-0.18,0.04,0.01,0.01,0.10,0.01,0.01
-0.97,0.28,-0.53,-0.04,0.00,-0.07,0.03,0.01,0.01,0.01,0.00,0.01
-0.98,0.34,-0.56,-0.07,0.03,0.00,0.04,0.01,0.01,0.01,0.00,0.00
-0.96,0.23,-0.50,-0.02,0.04,-0.02,0.04,0.01,0.01,0.01,0.00,0.00
-0.96,0.24,-0.53,0.03,0.00,-0.01,0.04,0.02,0.02,0.01,0.00,0.00
-0.99,0.32,-0.59,-0.02,-0.02,0.03,0.05,0.01,0.02,0.01,0.00,0.00
